OP,A1,A2,A3
+,22091,307,858
+,10566,95,700
+,8887,638,57
+,13089,931,844
+,31239,394,880
+,2716,683,923
+,30541,798,72
+,701,658,204
+,30245,392,327
+,15415,273,185
+,25549,591,607
+,31181,36,649
+,20917,178,247
+,14793,391,728
+,895,443,597
+,30037,959,433
+,28435,177,793
+,13240,583,355
+,4291,237,550
+,2309,95,582
+,30001,95,854
+,4703,640,842
+,322,801,772
+,17635,623,693
+,15801,855,636
+,26024,236,802
+,6063,312,129
+,24901,669,646
+,10288,152,301
+,15729,387,434
+,10113,181,524
+,43,192,276
+,11064,195,206
+,16046,307,690
+,13325,551,619
+,7412,975,243
+,1401,213,483
+,7512,104,961
+,30765,755,539
+,8530,446,924
+,20907,260,749
+,15072,519,445
+,29542,827,370
+,28484,294,179
+,21378,255,744
+,8418,180,392
+,11912,635,967
+,10348,567,337
+,11574,21,460
+,14929,209,348
+,13468,852,22
+,20516,882,355
+,10961,997,777
+,19413,572,648
+,9035,958,535
+,6557,636,382
+,6718,278,900
+,16278,491,863
+,21804,886,8
+,30270,582,437
+,22805,926,619
+,8632,983,432
+,8063,334,214
+,9379,615,98
+,8284,882,481
+,19237,336,45
+,9536,468,127
+,1105,562,535
+,20071,4,38
+,27042,606,817
+,3848,348,280
+,7278,563,520
+,4061,466,217
+,4872,281,291
+,24475,747,625
+,6892,411,682
+,29657,528,985
+,16056,440,460
+,19748,551,625
+,9344,264,467
+,30136,418,717
+,11040,468,717
+,25217,875,657
+,25475,893,884
+,2015,875,443
+,21340,52,87
+,24995,267,636
+,1233,929,84
+,28422,26,986
+,4743,220,817
+,5932,266,815
+,3719,973,733
+,31354,968,458
+,19075,344,401
+,7072,849,367
+,12920,442,745
+,16201,0,668
+,2895,78,555
+,12711,517,432
+,11133,20,702
+,1654,393,503
+,15828,299,267
+,27816,908,740
+,21810,185,209
+,21537,710,212
+,7781,988,376
+,12806,908,655
+,19783,589,529
+,16242,19,904
+,13760,948,284
+,8686,777,931
+,17976,661,343
+,5134,418,418
+,6767,724,590
+,31731,971,234
+,11790,351,318
+,75,138,844
+,29738,767,922
+,13654,922,182
+,21913,574,445
+,720,482,851
+,16717,549,601
+,25182,921,339
+,3674,456,127
+,21981,981,34
+,8323,133,338
+,25357,882,698
+,14258,246,551
+,23040,892,722
+,19812,438,762
+,27059,773,385
+,15328,850,308
+,4999,808,73
+,10810,421,778
+,30071,255,529
+,25616,294,586
+,12904,776,766
+,11271,880,572
+,31837,53,687
+,23674,200,330
+,146,359,226
+,3904,737,860
+,27324,22,788
+,29902,870,782
+,20299,449,562
+,9215,386,615
+,846,86,990
+,22121,625,664
+,10467,1,777
+,25880,658,942
+,29231,880,377
+,13725,928,889
+,4366,725,501
+,17890,358,536
+,28916,777,486
+,5474,912,221
+,2478,335,424
+,16005,52,968
+,11204,765,432
+,18884,259,311
+,26404,288,216
+,26103,609,264
+,17748,520,799
+,12640,386,765
+,15501,735,250
+,2310,107,550
+,8485,690,986
+,9609,200,227
+,27570,450,695
+,19247,90,488
+,19402,862,760
+,5881,48,459
+,23084,225,858
+,30507,907,457
+,29600,286,887
+,30709,472,472
+,13441,438,177
+,18099,423,911
+,19897,397,250
+,16713,401,455
+,9285,320,713
+,22368,521,628
+,9149,931,567
+,23404,907,619
+,21056,833,507
+,30923,802,507
+,20311,791,879
+,28898,627,279
+,29465,293,665
+,1711,963,292
+,12860,514,729
+,28310,141,601
+,12237,868,194
+,7712,767,470
+,25046,259,899
+,21251,890,28
+,24924,771,802
+,10395,487,398
+,1358,429,570
+,11922,288,25
+,2524,893,153
+,1805,981,887
+,14991,431,478
+,21162,82,315
+,3813,455,359
+,27061,305,90
+,5749,324,772
+,15070,784,212
+,26027,795,212
+,20391,636,602
+,5435,807,33
+,18387,734,47
+,24983,871,284
+,18216,34,815
+,30988,381,407
+,26249,743,518
+,16088,247,762
+,11505,739,269
+,21843,250,537
+,13433,819,341
+,16507,672,432
+,11813,251,350
+,1352,184,935
+,19825,885,693
+,20279,964,421
+,24012,32,646
+,3110,937,937
+,9226,780,13
+,11419,980,37
+,6989,477,29
+,31385,584,754
+,8408,71,61
+,29775,251,834
+,17919,598,771
+,11222,370,844
+,5558,79,80
+,25283,705,783
+,28126,513,581
+,8280,753,408
+,13198,321,82
+,23938,560,104
+,29412,908,325
+,23118,220,766
+,11011,458,806
+,18362,283,411
+,28988,78,319
+,16360,313,481
+,1551,435,945
+,8054,522,658
+,2137,663,418
+,22323,498,684
+,1171,287,737
+,9251,750,597
+,15532,409,687
+,24319,879,800
+,3002,392,560
+,15392,150,725
+,13674,16,758
+,20839,729,136
+,7553,413,351
+,4954,600,383
+,31848,539,657
+,17818,69,282
+,12993,168,718
+,21158,708,237
+,25980,747,184
+,20656,721,190
+,30075,432,930
+,10670,875,17
+,25547,284,858
+,31451,696,247
+,28488,547,432
+,24538,936,159
+,22655,259,56
+,22197,68,221
+,2043,90,544
+,18653,385,33
+,7298,496,314
+,18488,888,249
+,7157,565,604
+,17505,92,259
+,7579,750,758
+,14199,347,171
+,28629,466,306
+,10115,309,847
+,12702,2,192
+,16356,620,268
+,17193,105,17
+,31632,918,764
+,29724,688,170
+,12058,739,231
+,14317,516,492
+,24265,231,858
+,30704,84,550
+,24446,765,698
+,24136,772,880
+,14671,423,317
+,8849,887,885
+,26346,490,309
+,28191,208,92
+,15958,208,940
+,15005,78,517
+,19328,192,8
+,18429,363,526
+,20928,200,273
+,26550,967,993
+,17506,790,325
+,17662,834,80
+,6253,215,973
+,24859,958,539
+,1428,550,373
+,21966,171,710
+,27611,500,563
+,25806,335,351
+,327,637,826
+,17452,59,828
+,22164,535,310
+,10201,907,693
+,4191,996,77
+,29415,174,994
+,14633,384,338
+,21509,827,531
+,25359,908,996
+,5838,113,385
+,18614,353,776
+,14268,182,220
+,18708,210,965
+,24274,99,601
+,19641,318,545
+,6294,977,585
+,2767,560,912
+,23023,783,42
+,27602,56,200
+,30519,545,66
+,26575,264,886
+,29121,193,265
+,13384,720,621
+,31629,177,319
+,21946,160,105
+,31342,622,897
+,242,588,474
+,13562,861,247
+,19071,867,53
+,144,601,753
+,6175,104,177
+,16714,527,321
+,25334,483,926
+,16058,302,92
+,3385,302,741
+,18596,90,201
+,9703,85,340
+,20463,656,364
+,27445,200,869
+,13041,975,64
+,3812,228,39
+,9465,60,827
+,4604,303,10
+,6835,451,545
+,20811,687,729
+,19680,915,48
+,17914,909,758
+,30738,369,628
+,5104,310,679
+,1904,320,327
+,9175,416,759
+,19964,724,442
+,24756,767,819
+,28145,333,907
+,17768,122,801
+,24129,759,997
+,10060,611,605
+,6709,144,416
+,21026,628,878
+,21782,612,273
+,23683,156,56
+,9030,314,700
+,9847,957,632
+,16144,751,822
+,15036,23,429
+,12354,107,939
+,11371,766,391
+,30999,389,706
+,15846,95,17
+,25297,916,771
+,30559,860,870
+,11080,744,539
+,2498,135,163
+,7932,256,137
+,29942,757,126
+,10117,548,144
+,6495,844,515
+,31712,128,155
+,5295,85,648
+,24245,511,364
+,13055,653,411
+,14577,665,800
+,3157,855,633
+,14080,797,390
+,8843,149,31
+,23066,198,646
+,1075,508,586
+,26740,954,725
+,505,763,3
+,21309,353,582
+,5066,142,677
+,25,649,648
+,31027,959,969
+,12728,360,504
+,31817,778,135
+,8017,642,466
+,10350,720,206
+,31509,149,31
+,25081,983,660
+,20874,474,934
+,31296,273,572
+,27381,630,505
+,20080,131,260
+,9266,195,569
+,10157,961,125
+,23315,624,358
+,21070,302,342
+,9735,922,734
+,6081,45,339
+,25613,524,905
+,27208,822,657
+,441,723,952
+,22233,935,646
+,11543,528,409
+,10569,825,389
+,30549,294,565
+,15121,177,810
+,3752,851,186
+,20541,13,428
+,15982,367,867
+,10353,907,488
+,7430,461,977
+,2643,408,709
+,11238,989,349
+,11478,735,593
+,23669,263,891
+,26288,649,514
+,10358,746,598
+,6859,338,446
+,11027,986,704
+,15720,209,36
+,2489,922,398
+,24922,642,861
+,4043,441,824
+,20401,225,527
+,5679,503,543
+,1194,948,522
+,7570,745,901
+,20362,355,435
+,3274,933,1000
+,20915,638,849
+,27625,75,210
+,10294,674,981
+,16716,426,662
+,29265,906,949
+,30849,863,605
+,30900,905,90
+,9433,818,744
+,18695,198,569
+,20542,9,944
+,31053,493,850
+,22478,283,681
+,31499,457,924
+,8139,81,771
+,28847,630,15
+,2257,521,17
+,12140,337,124
+,24861,738,747
+,12453,877,533
+,28075,816,783
+,10600,747,251
+,30029,172,973
+,9637,583,296
+,20872,75,603
+,2980,771,124
+,2857,470,828
+,28879,748,48
+,11452,370,238
+,27614,451,131
+,20801,245,602
+,29247,903,95
+,21903,753,418
+,27102,220,654
+,22632,839,577
+,10080,746,226
+,16572,673,747
+,24760,505,8
+,19424,569,261
+,11044,522,777
+,10994,413,834
+,8813,541,766
+,16516,423,854
+,10195,339,389
+,10029,676,152
+,30579,912,170
+,30533,792,679
+,6189,678,547
+,11496,190,893
+,21705,162,538
+,8112,168,734
+,14840,922,1
+,3788,782,113
+,26221,223,157
+,28160,382,214
+,6018,447,919
+,8614,526,351
+,19863,548,744
+,10934,697,964
+,16200,432,496
+,8400,419,654
+,12832,514,18
+,30724,971,408
+,9585,331,820
+,2428,224,491
+,14302,275,751
+,13663,588,333
+,28209,588,486
+,2053,150,81
+,16925,365,651
+,4945,83,960
+,17414,330,918
+,11901,700,806
+,19860,337,614
+,29396,162,945
+,15647,716,637
+,19519,281,550
+,10096,468,988
+,16438,89,990
+,15690,65,722
+,8731,298,994
+,21816,395,700
+,19252,950,160
+,2250,454,330
+,2209,123,859
+,31768,667,120
+,30506,631,633
+,14187,434,263
+,26187,229,274
+,12578,416,364
+,21898,325,73
+,31710,366,797
+,19158,446,318
+,30839,114,626
+,25601,451,542
+,912,437,243
+,2188,739,8
+,29818,828,51
+,10221,978,211
+,1670,754,516
+,880,188,62
+,21154,112,405
+,12705,196,857
+,3466,87,776
+,6036,335,589
+,27377,667,654
+,7447,176,944
+,7312,148,129
+,18947,287,777
+,11195,810,762
+,6391,312,790
+,5275,614,171
+,21610,390,420
+,23821,49,581
+,1562,532,784
+,20263,446,670
+,26380,50,977
+,10667,823,648
+,7115,518,994
+,5680,281,8
+,797,208,201
+,31043,307,566
+,26583,73,858
+,21075,341,891
+,1868,449,765
+,17921,383,813
+,28985,539,408
+,25597,764,497
+,28060,950,354
+,21325,267,279
+,17730,901,16
+,15764,250,599
+,8480,913,402
+,4499,629,911
+,9094,496,876
+,31996,953,765
+,15792,412,648
+,20798,141,507
+,8636,49,644
+,7960,767,211
+,11809,947,713
+,29676,812,306
+,15435,587,64
+,363,613,707
+,26196,727,543
+,1912,357,418
+,8130,756,641
+,28721,699,157
+,6102,513,373
+,3245,43,174
+,6737,900,902
+,22403,365,993
+,4229,739,907
+,17157,803,664
+,8873,672,222
+,14885,251,881
+,10285,689,509
+,4203,348,895
+,31198,562,142
+,14558,936,162
+,23950,186,426
+,27814,222,965
+,18167,379,407
+,7873,656,524
+,30464,295,766
+,15205,2,456
+,25406,624,795
+,17327,22,851
+,27367,850,351
+,2101,682,800
+,127,576,713
+,18900,960,102
+,13097,516,66
+,16587,494,383
+,24909,70,156
+,18410,693,704
+,7905,306,98
+,30962,314,618
+,24958,169,347
+,30094,688,102
+,28687,939,282
+,31935,554,182
+,23186,777,689
+,25179,250,529
+,24883,659,344
+,29824,584,487
+,17023,450,455
+,2093,358,388
+,20509,326,596
+,7903,37,492
+,16413,370,333
+,10310,742,627
+,20549,664,812
+,20200,215,653
+,1407,313,227
+,14799,442,549
+,10521,673,504
+,28729,344,880
+,7398,819,577
+,12373,973,144
+,17993,2,849
+,24592,272,786
+,7372,879,919
+,19487,498,414
+,29586,972,710
+,12755,305,885
+,27410,354,215
+,4339,607,474
+,2544,127,52
+,222,48,112
+,29855,972,341
+,24437,258,473
+,30867,879,234
+,20851,294,629
+,9747,269,246
+,15812,73,838
+,26734,675,268
+,19258,549,495
+,13250,177,360
+,14235,374,479
+,777,512,344
+,24157,260,106
+,18174,350,276
+,13335,989,748
+,30248,499,316
+,14077,402,546
+,18910,896,664
+,27466,478,219
+,12384,681,321
+,4776,243,881
+,1469,549,375
+,13913,381,357
+,11639,18,854
+,18797,690,767
+,1238,804,991
+,25663,352,497
+,20114,612,308
+,17056,499,370
+,11361,513,100
+,24605,418,412
+,4452,159,806
+,3203,931,543
+,30055,930,268
+,17590,655,120
+,18398,198,420
+,17101,244,218
+,17556,753,670
+,8060,985,653
+,8914,454,1
+,14574,18,476
+,19905,257,410
+,17025,607,999
+,3009,648,733
+,6256,260,747
+,21180,685,604
+,27242,737,828
+,6427,840,710
+,8394,997,297
+,4998,569,357
+,14814,327,585
+,5322,42,530
+,13368,221,511
+,6885,290,381
+,8897,784,412
+,2084,125,472
+,19606,195,623
+,15525,397,103
+,13265,79,471
+,28993,630,694
+,29578,674,866
+,10532,776,107
+,10733,767,36
+,23028,392,471
+,765,809,661
+,30948,588,34
+,15887,556,442
+,1667,611,182
+,26268,541,320
+,17392,696,100
+,23438,925,720
+,2232,112,767
+,23671,373,592
+,26136,799,242
+,2616,562,789
+,31237,945,599
+,30305,455,411
+,4662,255,361
+,24373,809,438
+,22898,245,376
+,15741,689,814
+,8865,720,539
+,13804,417,46
+,6705,59,465
+,7037,136,546
+,8575,219,276
+,7468,87,990
+,2063,236,820
+,29757,839,109
+,14765,198,626
+,30635,76,278
+,837,48,618
+,8423,932,877
+,11444,168,504
+,9962,317,998
+,30732,232,442
+,13171,871,688
+,29803,230,321
+,2057,729,790
+,23536,581,423
+,29141,787,839
+,11320,64,973
+,29257,274,532
+,25859,22,200
+,24857,786,874
+,14850,912,683
+,12424,680,52
+,7440,467,689
+,11919,233,823
+,2373,792,643
+,10200,863,373
+,28452,833,157
+,3624,844,25
+,10909,178,997
+,4457,350,185
+,30484,685,425
+,8236,918,746
+,31686,829,605
+,27880,270,724
+,27035,819,69
+,27583,907,518
+,6690,781,535
+,29861,439,961
+,1623,106,90
+,25088,129,688
+,9593,979,200
+,29629,821,170
+,27793,270,641
+,10627,170,330
+,15562,162,824
+,19983,84,945
+,26614,599,500
+,933,657,559
+,18570,825,150
+,14443,341,829
+,2896,885,313
+,2471,1000,776
+,11434,326,462
+,24052,270,644
+,19079,279,386
+,1188,381,716
+,23465,185,383
+,10181,838,324
+,2302,293,946
+,20795,112,533
+,22593,816,791
+,5196,545,681
+,29282,782,926
+,6184,350,87
+,14684,391,943
+,23976,192,523
+,2362,18,703
+,29674,147,59
+,1947,565,845
+,20212,658,552
+,19528,706,607
+,13489,455,857
+,18199,739,439
+,18475,308,799
+,28028,549,797
+,15943,286,882
+,11411,961,82
+,30803,391,686
+,24945,169,28
+,24047,76,267
+,2911,534,249
+,31790,248,331
+,28309,998,61
+,3196,99,113
+,7042,453,173
+,10693,212,933
+,1914,11,200
+,13101,520,493
+,31485,796,404
+,24193,298,479
+,16517,494,47
+,11249,586,10
+,14415,677,680
+,23029,445,111
+,28433,556,242
+,7641,476,386
+,28151,758,618
+,1872,2,494
+,30877,669,494
+,24074,858,67
+,18562,426,189
+,19710,96,510
+,12971,42,288
+,4793,536,865
+,3439,404,574
+,31572,672,306
+,5502,513,399
+,12670,588,227
+,15356,231,907
+,5299,687,165
+,14570,865,304
+,15462,336,814
+,28474,262,629
+,2477,478,305
+,2185,602,627
+,11261,410,37
+,20737,735,927
+,7978,770,236
+,25016,698,20
+,22685,803,933
+,31058,815,816
+,1315,33,988
+,2715,736,726
+,4760,498,660
+,15665,234,305
+,6197,344,833
+,28419,117,722
+,26202,610,461
+,6820,54,126
+,31742,70,755
+,28554,382,572
+,16003,102,192
+,18565,557,145
+,3151,400,475
+,6164,11,473
+,16291,179,120
+,29890,340,944
+,15919,68,612
+,2678,652,922
+,31781,746,141
+,22826,895,349
+,20179,175,411
+,30370,3,143
+,8678,115,433
+,19744,752,951
+,2723,25,563
+,22704,522,466
+,21413,811,282
+,22234,10,144
+,22931,863,950
+,30917,237,203
+,28017,376,558
+,28275,774,515
+,27244,305,196
+,17264,859,636
+,21495,84,4
+,7539,370,459
+,26458,906,822
+,28818,871,86
+,29214,318,346
+,4465,259,386
+,15234,222,790
+,26433,722,353
+,2052,26,897
+,21344,752,83
+,29283,48,929
+,27203,783,90
+,12320,932,556
+,31973,193,88
+,20994,338,376
+,20661,974,650
+,15626,723,493
+,28172,592,12
+,30690,225,347
+,23958,776,883
+,1260,464,102
+,6628,951,504
+,4929,877,497
+,2295,27,196
+,27794,353,420
+,27721,462,929
+,21439,914,586
+,17466,75,132
+,13992,931,955
+,15288,391,4
+,17516,95,986
+,15030,259,553
+,2025,237,779
+,15969,646,568
+,13093,328,213
+,18239,458,394
+,31372,265,118
+,4421,570,464
+,25535,852,413
+,23005,475,886
+,1342,446,878
+,7160,9,397
+,17676,229,317
+,31571,964,977
+,13609,863,731
+,8581,601,818
+,22058,465,692
+,27848,684,862
+,5845,862,81
+,11180,780,483
+,853,242,45
+,1728,231,181
+,20430,594,810
+,22987,766,848
+,12671,742,462
+,28672,934,773
+,28006,917,270
+,3463,348,119
+,15467,0,309
+,31138,287,918
+,731,879,44
+,7265,310,717
+,18153,449,742
+,476,222,863
+,1178,554,94
+,9675,396,20
+,11065,349,865
+,15483,166,495
+,19163,465,608
+,29624,869,597
+,8928,961,368
+,9005,593,735
+,31583,306,822
+,30919,423,851
+,3786,107,110
+,24522,495,976
+,29531,484,401
+,4978,902,460
+,12349,296,689
+,1680,359,428
+,11859,472,153
+,842,578,809
+,28954,155,170
+,15917,699,590
+,9423,303,519
+,28868,274,965
+,25808,25,776
+,26858,593,10
+,1735,519,264
+,18225,701,389
+,24708,878,357
+,22529,426,11
+,17667,444,388
+,12881,604,746
+,22687,186,944
+,16676,976,665
+,22582,883,417
+,20520,223,531
+,23222,953,419
+,2153,561,487
+,31478,639,785
+,15664,453,904
+,21532,911,467
+,21141,610,383
+,11548,41,775
+,14191,210,583
+,25746,914,845
+,5542,147,385
+,3571,508,479
+,3875,188,900
+,1150,827,777
+,14746,454,71
+,5669,804,87
+,17960,969,448
+,7719,244,366
+,12835,133,567
+,588,429,176
+,21103,676,812
+,27900,416,552
+,2981,922,668
+,3416,171,294
+,28125,167,237
