OP,A1,A2,A3
?,299,299,299
?,302,302,302
?,962,962,962
?,633,633,633
?,1236,1236,1236
?,703,703,703
?,597,597,597
?,756,756,756
?,17,17,17
?,1061,1061,1061
?,1202,1202,1202
?,1347,1347,1347
?,1390,1390,1390
?,297,297,297
?,118,118,118
?,487,487,487
?,1039,1039,1039
?,1678,1678,1678
?,1711,1711,1711
?,1146,1146,1146
?,1759,1759,1759
?,112,112,112
?,865,865,865
?,705,705,705
?,401,401,401
?,411,411,411
?,1312,1312,1312
?,1861,1861,1861
?,413,413,413
?,1609,1609,1609
?,141,141,141
?,700,700,700
?,388,388,388
?,1368,1368,1368
?,975,975,975
?,1423,1423,1423
?,1417,1417,1417
?,958,958,958
?,1229,1229,1229
?,1419,1419,1419
?,679,679,679
?,1745,1745,1745
?,1185,1185,1185
?,1160,1160,1160
?,1973,1973,1973
?,688,688,688
?,1262,1262,1262
?,614,614,614
?,858,858,858
?,674,674,674
?,333,333,333
?,215,215,215
?,931,931,931
?,1795,1795,1795
?,1617,1617,1617
?,1865,1865,1865
?,87,87,87
?,1016,1016,1016
?,450,450,450
?,1885,1885,1885
?,8,8,8
?,1309,1309,1309
?,457,457,457
?,1420,1420,1420
?,472,472,472
?,956,956,956
?,1278,1278,1278
?,437,437,437
?,490,490,490
?,985,985,985
?,1505,1505,1505
?,1574,1574,1574
?,1951,1951,1951
?,1669,1669,1669
?,679,679,679
?,1654,1654,1654
?,1516,1516,1516
?,770,770,770
?,421,421,421
?,820,820,820
?,378,378,378
?,1692,1692,1692
?,14,14,14
?,744,744,744
?,21,21,21
?,152,152,152
?,733,733,733
?,62,62,62
?,1137,1137,1137
?,236,236,236
?,292,292,292
?,596,596,596
?,902,902,902
?,399,399,399
?,1293,1293,1293
?,1200,1200,1200
?,1870,1870,1870
?,1568,1568,1568
?,738,738,738
?,90,90,90
?,61,61,61
?,408,408,408
?,406,406,406
?,582,582,582
?,357,357,357
?,449,449,449
?,1814,1814,1814
?,537,537,537
?,1473,1473,1473
?,357,357,357
?,696,696,696
?,1736,1736,1736
?,1136,1136,1136
?,504,504,504
?,366,366,366
?,402,402,402
?,45,45,45
?,361,361,361
?,1727,1727,1727
?,537,537,537
?,1866,1866,1866
?,208,208,208
?,43,43,43
?,1703,1703,1703
?,1388,1388,1388
?,282,282,282
?,777,777,777
?,1342,1342,1342
?,1613,1613,1613
?,1813,1813,1813
?,228,228,228
?,694,694,694
?,1918,1918,1918
?,431,431,431
?,625,625,625
?,935,935,935
?,492,492,492
?,758,758,758
?,1658,1658,1658
?,763,763,763
?,1354,1354,1354
?,351,351,351
?,1928,1928,1928
?,1080,1080,1080
?,1637,1637,1637
?,1277,1277,1277
?,1806,1806,1806
?,889,889,889
?,1799,1799,1799
?,1457,1457,1457
?,134,134,134
?,243,243,243
?,296,296,296
?,1808,1808,1808
?,1893,1893,1893
?,268,268,268
?,1628,1628,1628
?,389,389,389
?,393,393,393
?,1091,1091,1091
?,775,775,775
?,1423,1423,1423
?,767,767,767
?,652,652,652
?,1228,1228,1228
?,880,880,880
?,1303,1303,1303
?,501,501,501
?,1887,1887,1887
?,95,95,95
?,1563,1563,1563
?,1262,1262,1262
?,1203,1203,1203
?,388,388,388
?,1750,1750,1750
?,1097,1097,1097
?,603,603,603
?,1618,1618,1618
?,305,305,305
?,672,672,672
?,507,507,507
?,110,110,110
?,1290,1290,1290
?,1630,1630,1630
?,574,574,574
?,1788,1788,1788
?,259,259,259
?,1744,1744,1744
?,1041,1041,1041
?,1197,1197,1197
?,1815,1815,1815
?,1002,1002,1002
?,429,429,429
?,1490,1490,1490
?,167,167,167
?,1607,1607,1607
?,964,964,964
?,1620,1620,1620
?,1359,1359,1359
?,1260,1260,1260
?,133,133,133
?,343,343,343
?,1042,1042,1042
?,795,795,795
?,1539,1539,1539
?,1808,1808,1808
?,1322,1322,1322
?,1539,1539,1539
?,1043,1043,1043
?,767,767,767
?,1022,1022,1022
?,1063,1063,1063
?,951,951,951
?,367,367,367
?,660,660,660
?,1460,1460,1460
?,766,766,766
?,1077,1077,1077
?,1423,1423,1423
?,990,990,990
?,1466,1466,1466
?,1958,1958,1958
?,1014,1014,1014
?,971,971,971
?,550,550,550
?,1191,1191,1191
?,822,822,822
?,1307,1307,1307
?,1887,1887,1887
?,1620,1620,1620
?,1196,1196,1196
?,1331,1331,1331
?,75,75,75
?,425,425,425
?,450,450,450
?,1833,1833,1833
?,416,416,416
?,926,926,926
?,1768,1768,1768
?,481,481,481
?,811,811,811
?,448,448,448
?,627,627,627
?,871,871,871
?,1821,1821,1821
?,773,773,773
?,1171,1171,1171
?,322,322,322
?,1916,1916,1916
?,1726,1726,1726
?,767,767,767
?,522,522,522
?,1128,1128,1128
?,174,174,174
?,276,276,276
?,1540,1540,1540
?,173,173,173
?,605,605,605
?,911,911,911
?,1063,1063,1063
?,721,721,721
?,472,472,472
?,1196,1196,1196
?,85,85,85
?,953,953,953
?,1050,1050,1050
?,1273,1273,1273
?,689,689,689
?,873,873,873
?,924,924,924
?,958,958,958
?,886,886,886
?,838,838,838
?,753,753,753
?,1648,1648,1648
?,1019,1019,1019
?,650,650,650
?,560,560,560
?,784,784,784
?,51,51,51
?,368,368,368
?,905,905,905
?,479,479,479
?,544,544,544
?,1322,1322,1322
?,156,156,156
?,736,736,736
?,1847,1847,1847
?,169,169,169
?,604,604,604
?,1726,1726,1726
?,1028,1028,1028
?,1051,1051,1051
?,1120,1120,1120
?,1319,1319,1319
?,161,161,161
?,1610,1610,1610
?,567,567,567
?,1898,1898,1898
?,467,467,467
?,202,202,202
?,243,243,243
?,147,147,147
?,738,738,738
?,79,79,79
?,1119,1119,1119
?,411,411,411
?,684,684,684
?,403,403,403
?,1383,1383,1383
?,675,675,675
?,513,513,513
?,620,620,620
?,1527,1527,1527
?,1671,1671,1671
?,1574,1574,1574
?,1400,1400,1400
?,1732,1732,1732
?,563,563,563
?,391,391,391
?,1446,1446,1446
?,1238,1238,1238
?,283,283,283
?,1752,1752,1752
?,1541,1541,1541
?,1467,1467,1467
?,1516,1516,1516
?,1113,1113,1113
?,1869,1869,1869
?,535,535,535
?,18,18,18
?,1578,1578,1578
?,614,614,614
?,578,578,578
?,1685,1685,1685
?,710,710,710
?,1604,1604,1604
?,828,828,828
?,1938,1938,1938
?,831,831,831
?,1684,1684,1684
?,1188,1188,1188
?,1552,1552,1552
?,1343,1343,1343
?,25,25,25
?,967,967,967
?,1340,1340,1340
?,1050,1050,1050
?,1559,1559,1559
?,1949,1949,1949
?,306,306,306
?,1773,1773,1773
?,815,815,815
?,467,467,467
?,465,465,465
?,1482,1482,1482
?,1535,1535,1535
?,430,430,430
?,972,972,972
?,479,479,479
?,1057,1057,1057
?,1203,1203,1203
?,1610,1610,1610
?,1132,1132,1132
?,1552,1552,1552
?,960,960,960
?,1480,1480,1480
?,1668,1668,1668
?,945,945,945
?,698,698,698
?,1622,1622,1622
?,176,176,176
?,642,642,642
?,1733,1733,1733
?,385,385,385
?,879,879,879
?,1578,1578,1578
?,1930,1930,1930
?,1430,1430,1430
?,856,856,856
?,430,430,430
?,899,899,899
?,922,922,922
?,1747,1747,1747
?,1144,1144,1144
?,62,62,62
?,768,768,768
?,285,285,285
?,1183,1183,1183
?,1790,1790,1790
?,263,263,263
?,626,626,626
?,1932,1932,1932
?,1512,1512,1512
?,20,20,20
?,1024,1024,1024
?,1660,1660,1660
?,1350,1350,1350
?,1709,1709,1709
?,727,727,727
?,696,696,696
?,462,462,462
?,859,859,859
?,872,872,872
?,1405,1405,1405
?,1542,1542,1542
?,827,827,827
?,1563,1563,1563
?,1595,1595,1595
?,1415,1415,1415
?,1102,1102,1102
?,614,614,614
?,668,668,668
?,1203,1203,1203
?,48,48,48
?,1163,1163,1163
?,1609,1609,1609
?,66,66,66
?,1889,1889,1889
?,285,285,285
?,315,315,315
?,1952,1952,1952
?,677,677,677
?,1164,1164,1164
?,1290,1290,1290
?,1637,1637,1637
?,1235,1235,1235
?,1872,1872,1872
?,1245,1245,1245
?,1176,1176,1176
?,1776,1776,1776
?,801,801,801
?,781,781,781
?,419,419,419
?,1943,1943,1943
?,801,801,801
?,131,131,131
?,1095,1095,1095
?,792,792,792
?,386,386,386
?,973,973,973
?,223,223,223
?,674,674,674
?,1167,1167,1167
?,1971,1971,1971
?,925,925,925
?,1309,1309,1309
?,1833,1833,1833
?,624,624,624
?,191,191,191
?,352,352,352
?,214,214,214
?,1383,1383,1383
?,1133,1133,1133
?,364,364,364
?,66,66,66
?,1693,1693,1693
?,1412,1412,1412
?,1236,1236,1236
?,1001,1001,1001
?,55,55,55
?,383,383,383
?,408,408,408
?,143,143,143
?,1867,1867,1867
?,1973,1973,1973
?,791,791,791
?,582,582,582
?,422,422,422
?,478,478,478
?,597,597,597
?,1351,1351,1351
?,1074,1074,1074
?,144,144,144
?,932,932,932
?,118,118,118
?,755,755,755
?,1062,1062,1062
?,23,23,23
?,352,352,352
?,670,670,670
?,1761,1761,1761
?,1864,1864,1864
?,842,842,842
?,801,801,801
?,322,322,322
?,227,227,227
?,265,265,265
?,1099,1099,1099
?,857,857,857
?,980,980,980
?,1522,1522,1522
?,141,141,141
?,797,797,797
?,1957,1957,1957
?,1851,1851,1851
?,1773,1773,1773
?,423,423,423
?,267,267,267
?,1783,1783,1783
?,422,422,422
?,635,635,635
?,886,886,886
?,1676,1676,1676
?,1454,1454,1454
?,1362,1362,1362
?,973,973,973
?,326,326,326
?,1237,1237,1237
?,1178,1178,1178
?,1924,1924,1924
?,636,636,636
?,1204,1204,1204
?,416,416,416
?,1030,1030,1030
?,1468,1468,1468
?,1403,1403,1403
?,940,940,940
?,565,565,565
?,414,414,414
?,16,16,16
?,293,293,293
?,913,913,913
?,132,132,132
?,1689,1689,1689
?,818,818,818
?,1239,1239,1239
?,1654,1654,1654
?,506,506,506
?,1077,1077,1077
?,674,674,674
?,1865,1865,1865
?,1166,1166,1166
?,1801,1801,1801
?,1006,1006,1006
?,943,943,943
?,948,948,948
?,1180,1180,1180
?,81,81,81
?,1510,1510,1510
?,187,187,187
?,590,590,590
?,1324,1324,1324
?,1805,1805,1805
?,1882,1882,1882
?,935,935,935
?,711,711,711
?,1435,1435,1435
?,1726,1726,1726
?,1458,1458,1458
?,1623,1623,1623
?,610,610,610
?,801,801,801
?,1256,1256,1256
?,1687,1687,1687
?,1659,1659,1659
?,1741,1741,1741
?,359,359,359
?,851,851,851
?,511,511,511
?,368,368,368
?,1844,1844,1844
?,1266,1266,1266
?,1502,1502,1502
?,885,885,885
?,938,938,938
?,788,788,788
?,1866,1866,1866
?,1350,1350,1350
?,376,376,376
?,1431,1431,1431
?,1165,1165,1165
?,196,196,196
?,806,806,806
?,1431,1431,1431
?,1937,1937,1937
?,90,90,90
?,491,491,491
?,1814,1814,1814
?,1783,1783,1783
?,324,324,324
?,561,561,561
?,1808,1808,1808
?,1287,1287,1287
?,1102,1102,1102
?,598,598,598
?,1366,1366,1366
?,1877,1877,1877
?,137,137,137
?,1430,1430,1430
?,1488,1488,1488
?,1480,1480,1480
?,1848,1848,1848
?,445,445,445
?,1862,1862,1862
?,1011,1011,1011
?,843,843,843
?,1561,1561,1561
?,1133,1133,1133
?,249,249,249
?,756,756,756
?,157,157,157
?,1548,1548,1548
?,216,216,216
?,1034,1034,1034
?,1570,1570,1570
?,1597,1597,1597
?,668,668,668
?,840,840,840
?,924,924,924
?,338,338,338
?,518,518,518
?,425,425,425
?,1037,1037,1037
?,92,92,92
?,947,947,947
?,55,55,55
?,150,150,150
?,1309,1309,1309
?,1423,1423,1423
?,1384,1384,1384
?,1536,1536,1536
?,946,946,946
?,781,781,781
?,704,704,704
?,1528,1528,1528
?,818,818,818
?,1753,1753,1753
?,399,399,399
?,813,813,813
?,78,78,78
?,22,22,22
?,514,514,514
?,235,235,235
?,1453,1453,1453
?,1879,1879,1879
?,280,280,280
?,670,670,670
?,1373,1373,1373
?,1534,1534,1534
?,951,951,951
?,993,993,993
?,945,945,945
?,140,140,140
?,170,170,170
?,1124,1124,1124
?,1346,1346,1346
?,497,497,497
?,1462,1462,1462
?,1946,1946,1946
?,897,897,897
?,288,288,288
?,965,965,965
?,1681,1681,1681
?,572,572,572
?,1724,1724,1724
?,331,331,331
?,350,350,350
?,1718,1718,1718
?,37,37,37
?,1244,1244,1244
?,206,206,206
?,363,363,363
?,603,603,603
?,255,255,255
?,1095,1095,1095
?,1519,1519,1519
?,801,801,801
?,345,345,345
?,159,159,159
?,1376,1376,1376
?,1564,1564,1564
?,23,23,23
?,1388,1388,1388
?,560,560,560
?,315,315,315
?,903,903,903
?,734,734,734
?,365,365,365
?,444,444,444
?,1464,1464,1464
?,71,71,71
?,1829,1829,1829
?,1383,1383,1383
?,1091,1091,1091
?,443,443,443
?,906,906,906
?,1427,1427,1427
?,98,98,98
?,1714,1714,1714
?,1301,1301,1301
?,1662,1662,1662
?,1071,1071,1071
?,1313,1313,1313
?,1357,1357,1357
?,1468,1468,1468
?,1352,1352,1352
?,1838,1838,1838
?,211,211,211
?,800,800,800
?,1414,1414,1414
?,632,632,632
?,910,910,910
?,108,108,108
?,1226,1226,1226
?,10,10,10
?,100,100,100
?,1582,1582,1582
?,773,773,773
?,1572,1572,1572
?,414,414,414
?,1903,1903,1903
?,512,512,512
?,768,768,768
?,1862,1862,1862
?,489,489,489
?,410,410,410
?,188,188,188
?,33,33,33
?,864,864,864
?,58,58,58
?,30,30,30
?,691,691,691
?,1681,1681,1681
?,394,394,394
?,1393,1393,1393
?,1371,1371,1371
?,130,130,130
?,452,452,452
?,1964,1964,1964
?,1807,1807,1807
?,198,198,198
?,1633,1633,1633
?,1711,1711,1711
?,1701,1701,1701
?,1361,1361,1361
?,344,344,344
?,1483,1483,1483
?,343,343,343
?,91,91,91
?,852,852,852
?,1050,1050,1050
?,221,221,221
?,1671,1671,1671
?,670,670,670
?,661,661,661
?,1152,1152,1152
?,1284,1284,1284
?,389,389,389
?,1280,1280,1280
?,425,425,425
?,1914,1914,1914
?,1110,1110,1110
?,810,810,810
?,1923,1923,1923
?,877,877,877
?,248,248,248
?,476,476,476
?,438,438,438
?,217,217,217
?,731,731,731
?,663,663,663
?,356,356,356
?,31,31,31
?,824,824,824
?,1340,1340,1340
?,648,648,648
?,25,25,25
?,798,798,798
?,436,436,436
?,940,940,940
?,451,451,451
?,136,136,136
?,1348,1348,1348
?,1670,1670,1670
?,571,571,571
?,1332,1332,1332
?,1278,1278,1278
?,756,756,756
?,90,90,90
?,138,138,138
?,1814,1814,1814
?,448,448,448
?,842,842,842
?,618,618,618
?,1572,1572,1572
?,1227,1227,1227
?,1024,1024,1024
?,209,209,209
?,1460,1460,1460
?,1099,1099,1099
?,1621,1621,1621
?,1889,1889,1889
?,1742,1742,1742
?,1166,1166,1166
?,352,352,352
?,516,516,516
?,1965,1965,1965
?,195,195,195
?,1229,1229,1229
?,665,665,665
?,1293,1293,1293
?,1427,1427,1427
?,796,796,796
?,1389,1389,1389
?,1894,1894,1894
?,1580,1580,1580
?,1421,1421,1421
?,273,273,273
?,681,681,681
?,360,360,360
?,1302,1302,1302
?,1560,1560,1560
?,1811,1811,1811
?,1409,1409,1409
?,652,652,652
?,1744,1744,1744
?,1365,1365,1365
?,988,988,988
?,139,139,139
?,687,687,687
?,37,37,37
?,1247,1247,1247
?,1868,1868,1868
?,1199,1199,1199
?,920,920,920
?,784,784,784
?,1047,1047,1047
?,1312,1312,1312
?,1520,1520,1520
?,477,477,477
?,1032,1032,1032
?,1204,1204,1204
?,1444,1444,1444
?,28,28,28
?,477,477,477
?,44,44,44
?,1263,1263,1263
?,1555,1555,1555
?,1837,1837,1837
?,255,255,255
?,633,633,633
?,485,485,485
?,1512,1512,1512
?,878,878,878
?,1551,1551,1551
?,499,499,499
?,1270,1270,1270
?,163,163,163
?,123,123,123
?,282,282,282
?,768,768,768
?,1022,1022,1022
?,608,608,608
?,414,414,414
?,311,311,311
?,770,770,770
?,419,419,419
?,1315,1315,1315
?,78,78,78
?,488,488,488
?,1892,1892,1892
?,1486,1486,1486
?,1225,1225,1225
?,1938,1938,1938
?,909,909,909
?,1514,1514,1514
?,1797,1797,1797
?,674,674,674
?,275,275,275
?,570,570,570
?,651,651,651
?,1319,1319,1319
?,1612,1612,1612
?,1558,1558,1558
?,82,82,82
?,1067,1067,1067
?,1622,1622,1622
?,850,850,850
?,1328,1328,1328
?,1665,1665,1665
?,591,591,591
?,1538,1538,1538
?,49,49,49
?,470,470,470
?,1735,1735,1735
?,1501,1501,1501
?,679,679,679
?,702,702,702
?,497,497,497
?,422,422,422
?,1105,1105,1105
?,111,111,111
?,1857,1857,1857
?,1880,1880,1880
?,1362,1362,1362
?,509,509,509
?,1642,1642,1642
?,1408,1408,1408
?,1426,1426,1426
?,1474,1474,1474
?,456,456,456
?,1246,1246,1246
?,1788,1788,1788
?,782,782,782
?,1068,1068,1068
?,659,659,659
?,376,376,376
?,906,906,906
?,1290,1290,1290
?,13,13,13
?,133,133,133
?,1782,1782,1782
?,1007,1007,1007
?,144,144,144
?,1954,1954,1954
?,395,395,395
?,107,107,107
?,1300,1300,1300
?,290,290,290
?,1922,1922,1922
?,419,419,419
?,258,258,258
?,188,188,188
?,356,356,356
?,1214,1214,1214
?,1125,1125,1125
?,1703,1703,1703
?,1629,1629,1629
?,1909,1909,1909
?,419,419,419
?,484,484,484
?,1040,1040,1040
?,161,161,161
?,873,873,873
?,1485,1485,1485
?,957,957,957
?,638,638,638
?,337,337,337
?,1478,1478,1478
?,405,405,405
?,502,502,502
?,869,869,869
?,362,362,362
?,1241,1241,1241
?,510,510,510
?,621,621,621
?,585,585,585
?,1181,1181,1181
?,919,919,919
?,1302,1302,1302
?,413,413,413
?,557,557,557
?,1767,1767,1767
?,1601,1601,1601
?,986,986,986
?,164,164,164
?,1948,1948,1948
?,737,737,737
?,816,816,816
?,774,774,774
?,344,344,344
?,965,965,965
?,904,904,904
?,866,866,866
?,1035,1035,1035
?,1249,1249,1249
?,1506,1506,1506
?,888,888,888
?,1558,1558,1558
?,320,320,320
?,1679,1679,1679
?,1954,1954,1954
?,1626,1626,1626
?,988,988,988
?,41,41,41
?,1561,1561,1561
?,782,782,782
?,876,876,876
?,1750,1750,1750
?,171,171,171
?,1555,1555,1555
?,1857,1857,1857
?,1888,1888,1888
?,615,615,615
?,1219,1219,1219
?,1101,1101,1101
?,313,313,313
?,1133,1133,1133
?,1489,1489,1489
?,360,360,360
?,527,527,527
?,780,780,780
?,950,950,950
?,627,627,627
?,929,929,929
?,581,581,581
?,769,769,769
?,1152,1152,1152
?,1242,1242,1242
?,985,985,985
?,148,148,148
?,683,683,683
?,280,280,280
?,1465,1465,1465
?,962,962,962
?,401,401,401
?,317,317,317
?,1877,1877,1877
?,389,389,389
?,9,9,9
?,27,27,27
?,1765,1765,1765
?,1026,1026,1026
?,1496,1496,1496
?,1486,1486,1486
?,767,767,767
?,1007,1007,1007
?,829,829,829
?,1896,1896,1896
?,852,852,852
?,1926,1926,1926
?,809,809,809
?,1521,1521,1521
?,765,765,765
?,787,787,787
?,1003,1003,1003
?,631,631,631
?,1313,1313,1313
?,1205,1205,1205
?,146,146,146
?,838,838,838
?,1813,1813,1813
?,80,80,80
?,1888,1888,1888
?,255,255,255
?,789,789,789
?,1910,1910,1910
?,1159,1159,1159
?,333,333,333
?,398,398,398
?,1563,1563,1563
?,894,894,894
?,1961,1961,1961
?,523,523,523
?,1580,1580,1580
?,1871,1871,1871
?,1540,1540,1540
?,1480,1480,1480
?,714,714,714
?,1044,1044,1044
?,1453,1453,1453
?,1001,1001,1001
?,1301,1301,1301
?,1411,1411,1411
?,755,755,755
?,1427,1427,1427
?,119,119,119
?,1334,1334,1334
?,790,790,790
?,1898,1898,1898
?,869,869,869
?,1507,1507,1507
?,506,506,506
?,497,497,497
?,979,979,979
?,71,71,71
?,1888,1888,1888
?,1666,1666,1666
?,741,741,741
?,1293,1293,1293
?,1448,1448,1448
?,1386,1386,1386
?,58,58,58
?,1429,1429,1429
?,1364,1364,1364
?,1322,1322,1322
?,303,303,303
?,536,536,536
?,1240,1240,1240
?,933,933,933
?,1934,1934,1934
?,1395,1395,1395
?,302,302,302
?,521,521,521
?,507,507,507
?,1234,1234,1234
?,1185,1185,1185
?,1950,1950,1950
?,1358,1358,1358
?,1724,1724,1724
?,331,331,331
?,26,26,26
?,240,240,240
?,1579,1579,1579
?,190,190,190
?,1320,1320,1320
?,1458,1458,1458
?,1878,1878,1878
?,788,788,788
?,815,815,815
?,1447,1447,1447
?,1201,1201,1201
?,1846,1846,1846
?,165,165,165
