OP,A1,A2,A3
-,216,216,216
-,3750,3750,3750
-,2935,2935,2935
-,3482,3482,3482
-,1601,1601,1601
-,1275,1275,1275
-,2898,2898,2898
-,1183,1183,1183
-,872,872,872
-,1001,1001,1001
-,2259,2259,2259
-,693,693,693
-,3841,3841,3841
-,1900,1900,1900
-,3252,3252,3252
-,2886,2886,2886
-,1350,1350,1350
-,3859,3859,3859
-,1695,1695,1695
-,2297,2297,2297
-,3498,3498,3498
-,1560,1560,1560
-,3736,3736,3736
-,2657,2657,2657
-,235,235,235
-,8,8,8
-,3384,3384,3384
-,2285,2285,2285
-,649,649,649
-,1546,1546,1546
-,3085,3085,3085
-,2790,2790,2790
-,2624,2624,2624
-,2050,2050,2050
-,3682,3682,3682
-,3464,3464,3464
-,769,769,769
-,1503,1503,1503
-,892,892,892
-,2926,2926,2926
-,473,473,473
-,2394,2394,2394
-,3826,3826,3826
-,3976,3976,3976
-,1376,1376,1376
-,1739,1739,1739
-,1848,1848,1848
-,1333,1333,1333
-,2609,2609,2609
-,1850,1850,1850
-,2017,2017,2017
-,485,485,485
-,3147,3147,3147
-,1245,1245,1245
-,3627,3627,3627
-,1972,1972,1972
-,2690,2690,2690
-,1627,1627,1627
-,3938,3938,3938
-,200,200,200
-,2339,2339,2339
-,3737,3737,3737
-,3832,3832,3832
-,2307,2307,2307
-,90,90,90
-,2703,2703,2703
-,2797,2797,2797
-,534,534,534
-,909,909,909
-,1195,1195,1195
-,3187,3187,3187
-,118,118,118
-,2309,2309,2309
-,2228,2228,2228
-,95,95,95
-,2329,2329,2329
-,2973,2973,2973
-,764,764,764
-,2902,2902,2902
-,661,661,661
-,3241,3241,3241
-,2338,2338,2338
-,1853,1853,1853
-,3655,3655,3655
-,1079,1079,1079
-,822,822,822
-,1427,1427,1427
-,2225,2225,2225
-,2547,2547,2547
-,3478,3478,3478
-,2548,2548,2548
-,2072,2072,2072
-,1794,1794,1794
-,2490,2490,2490
-,389,389,389
-,1052,1052,1052
-,3063,3063,3063
-,1129,1129,1129
-,864,864,864
-,50,50,50
-,1902,1902,1902
-,2977,2977,2977
-,1491,1491,1491
-,412,412,412
+,881,674,561
+,636,398,802
+,1138,966,119
+,1393,567,67
+,1731,252,374
+,2859,245,983
+,653,502,192
+,3300,413,42
+,3108,60,938
+,26,491,830
+,3560,931,675
+,3315,772,859
+,1139,101,868
+,2413,93,679
+,1839,328,933
+,902,576,588
+,1718,544,534
+,2232,775,559
+,2872,205,289
+,2661,138,458
+,2932,202,299
+,814,641,436
+,2298,445,386
+,108,502,24
+,2465,106,329
+,2069,495,624
+,952,313,509
+,895,789,294
+,383,700,715
+,122,540,851
?,1541,1541,1541
?,731,731,731
?,2516,2516,2516
?,4813,4813,4813
?,6127,6127,6127
?,4680,4680,4680
?,4447,4447,4447
?,1421,1421,1421
?,5251,5251,5251
?,2570,2570,2570
?,6056,6056,6056
?,393,393,393
?,4377,4377,4377
?,230,230,230
?,387,387,387
?,2482,2482,2482
?,3154,3154,3154
?,1543,1543,1543
?,2882,2882,2882
?,4406,4406,4406
?,430,430,430
?,5605,5605,5605
?,3554,3554,3554
?,6051,6051,6051
?,4165,4165,4165
?,4293,4293,4293
?,1461,1461,1461
?,4168,4168,4168
?,3038,3038,3038
?,5580,5580,5580
?,5728,5728,5728
?,367,367,367
?,1758,1758,1758
?,809,809,809
?,3746,3746,3746
?,1522,1522,1522
?,1816,1816,1816
?,5837,5837,5837
?,2624,2624,2624
?,598,598,598
?,5850,5850,5850
?,1668,1668,1668
?,4058,4058,4058
-,1163,1163,1163
-,804,804,804
-,3416,3416,3416
-,1188,1188,1188
-,3957,3957,3957
-,513,513,513
-,1393,1393,1393
-,2411,2411,2411
-,2958,2958,2958
-,1821,1821,1821
-,3091,3091,3091
-,3406,3406,3406
-,3430,3430,3430
-,3474,3474,3474
-,2091,2091,2091
-,2561,2561,2561
-,1790,1790,1790
-,938,938,938
-,3865,3865,3865
-,2100,2100,2100
-,1968,1968,1968
-,1867,1867,1867
-,2480,2480,2480
-,746,746,746
-,518,518,518
-,1077,1077,1077
-,3270,3270,3270
+,130,639,452
+,1728,432,738
+,2418,559,82
+,356,778,329
+,2233,168,697
+,3654,867,345
+,3033,33,783
+,2771,798,27
+,419,680,707
+,3016,883,829
+,571,31,85
+,914,168,775
+,1003,827,652
+,1126,83,84
+,3037,194,492
+,102,824,100
+,456,802,915
?,5305,5305,5305
?,3044,3044,3044
?,469,469,469
?,5168,5168,5168
?,4956,4956,4956
?,212,212,212
?,5892,5892,5892
?,1227,1227,1227
?,2895,2895,2895
?,2563,2563,2563
?,3106,3106,3106
?,5507,5507,5507
?,944,944,944
?,4129,4129,4129
?,5289,5289,5289
?,2375,2375,2375
?,2394,2394,2394
?,2137,2137,2137
?,1305,1305,1305
?,697,697,697
?,4471,4471,4471
?,1212,1212,1212
?,4919,4919,4919
?,5474,5474,5474
?,4722,4722,4722
?,4424,4424,4424
?,3906,3906,3906
?,2353,2353,2353
?,4024,4024,4024
?,4279,4279,4279
?,628,628,628
?,1234,1234,1234
?,1440,1440,1440
?,2368,2368,2368
?,4108,4108,4108
?,5093,5093,5093
?,348,348,348
?,2574,2574,2574
?,3109,3109,3109
?,3842,3842,3842
?,331,331,331
?,4155,4155,4155
?,3561,3561,3561
?,3829,3829,3829
?,216,216,216
?,362,362,362
?,4909,4909,4909
?,401,401,401
?,23,23,23
?,5424,5424,5424
?,2141,2141,2141
?,2013,2013,2013
?,3096,3096,3096
?,2830,2830,2830
?,5216,5216,5216
?,2798,2798,2798
?,727,727,727
?,2962,2962,2962
?,5931,5931,5931
?,4227,4227,4227
?,2254,2254,2254
?,4343,4343,4343
?,1229,1229,1229
?,3320,3320,3320
?,3095,3095,3095
?,4613,4613,4613
?,1008,1008,1008
?,1932,1932,1932
?,3384,3384,3384
?,1223,1223,1223
?,2208,2208,2208
?,4192,4192,4192
?,1867,1867,1867
?,2635,2635,2635
?,3028,3028,3028
?,5418,5418,5418
?,402,402,402
?,3000,3000,3000
?,2541,2541,2541
?,1395,1395,1395
?,4726,4726,4726
?,3075,3075,3075
?,5977,5977,5977
?,344,344,344
?,4527,4527,4527
?,5852,5852,5852
?,323,323,323
?,5121,5121,5121
?,3849,3849,3849
?,435,435,435
?,3332,3332,3332
?,1704,1704,1704
?,1970,1970,1970
?,3361,3361,3361
?,4933,4933,4933
?,5032,5032,5032
?,4574,4574,4574
?,3769,3769,3769
?,5064,5064,5064
?,2909,2909,2909
?,140,140,140
?,5116,5116,5116
?,5213,5213,5213
?,4308,4308,4308
?,1514,1514,1514
?,1031,1031,1031
?,529,529,529
?,498,498,498
?,2194,2194,2194
?,385,385,385
?,1003,1003,1003
?,3209,3209,3209
?,2072,2072,2072
?,4331,4331,4331
?,1018,1018,1018
?,4554,4554,4554
?,4336,4336,4336
?,6050,6050,6050
?,41,41,41
?,2144,2144,2144
?,5125,5125,5125
?,6008,6008,6008
?,2119,2119,2119
?,5274,5274,5274
?,1454,1454,1454
?,4485,4485,4485
?,3881,3881,3881
?,4084,4084,4084
?,2040,2040,2040
?,4225,4225,4225
?,1589,1589,1589
?,3098,3098,3098
?,5884,5884,5884
?,1538,1538,1538
?,4329,4329,4329
?,5307,5307,5307
?,526,526,526
?,3275,3275,3275
?,2194,2194,2194
?,1985,1985,1985
?,1269,1269,1269
?,5514,5514,5514
?,537,537,537
?,1160,1160,1160
?,5707,5707,5707
?,3278,3278,3278
?,5072,5072,5072
?,5554,5554,5554
?,2418,2418,2418
?,5948,5948,5948
?,1400,1400,1400
?,4274,4274,4274
?,4682,4682,4682
?,5286,5286,5286
?,5485,5485,5485
?,5464,5464,5464
?,5985,5985,5985
?,2520,2520,2520
?,3340,3340,3340
?,2438,2438,2438
?,1300,1300,1300
?,170,170,170
?,1989,1989,1989
?,3439,3439,3439
?,5874,5874,5874
?,1070,1070,1070
?,3017,3017,3017
?,5917,5917,5917
?,5942,5942,5942
?,4329,4329,4329
?,3530,3530,3530
?,1753,1753,1753
?,853,853,853
?,2537,2537,2537
?,2064,2064,2064
?,674,674,674
?,3785,3785,3785
?,335,335,335
?,3197,3197,3197
?,2389,2389,2389
?,5175,5175,5175
?,3194,3194,3194
?,1284,1284,1284
?,2906,2906,2906
?,3062,3062,3062
?,2381,2381,2381
?,347,347,347
?,1529,1529,1529
?,3304,3304,3304
?,1877,1877,1877
?,5908,5908,5908
?,5536,5536,5536
?,3024,3024,3024
?,2785,2785,2785
?,4453,4453,4453
?,5597,5597,5597
?,1532,1532,1532
?,2408,2408,2408
?,1571,1571,1571
?,5974,5974,5974
?,191,191,191
?,5478,5478,5478
?,694,694,694
?,3849,3849,3849
?,3091,3091,3091
?,2521,2521,2521
?,3369,3369,3369
?,2293,2293,2293
?,2381,2381,2381
?,4203,4203,4203
?,4717,4717,4717
?,4345,4345,4345
?,4139,4139,4139
?,185,185,185
?,1851,1851,1851
?,5987,5987,5987
?,893,893,893
?,3018,3018,3018
?,1978,1978,1978
?,4556,4556,4556
?,5714,5714,5714
?,4104,4104,4104
?,4250,4250,4250
?,1462,1462,1462
?,2257,2257,2257
?,2717,2717,2717
?,5944,5944,5944
?,1100,1100,1100
?,3815,3815,3815
?,4998,4998,4998
?,5712,5712,5712
?,505,505,505
?,5519,5519,5519
?,5639,5639,5639
?,2785,2785,2785
?,308,308,308
?,2374,2374,2374
?,5627,5627,5627
?,5236,5236,5236
?,472,472,472
?,2387,2387,2387
?,1957,1957,1957
?,1677,1677,1677
?,1771,1771,1771
?,1712,1712,1712
?,2909,2909,2909
?,1592,1592,1592
?,4311,4311,4311
?,2112,2112,2112
?,4810,4810,4810
?,2582,2582,2582
?,5808,5808,5808
?,1001,1001,1001
?,3234,3234,3234
?,5968,5968,5968
?,1818,1818,1818
?,1159,1159,1159
?,838,838,838
?,738,738,738
?,775,775,775
?,5828,5828,5828
?,4915,4915,4915
?,3726,3726,3726
?,4311,4311,4311
?,3822,3822,3822
?,5909,5909,5909
?,1014,1014,1014
?,4460,4460,4460
?,396,396,396
?,4969,4969,4969
?,1628,1628,1628
?,1976,1976,1976
?,4861,4861,4861
?,749,749,749
?,5169,5169,5169
?,5561,5561,5561
?,1622,1622,1622
?,4036,4036,4036
?,1776,1776,1776
?,1104,1104,1104
?,3318,3318,3318
?,5276,5276,5276
?,2647,2647,2647
?,1850,1850,1850
?,322,322,322
?,3332,3332,3332
?,285,285,285
?,5926,5926,5926
?,630,630,630
?,688,688,688
?,5013,5013,5013
?,4137,4137,4137
?,4069,4069,4069
?,2683,2683,2683
?,3190,3190,3190
?,781,781,781
?,3783,3783,3783
?,4102,4102,4102
?,3336,3336,3336
?,4527,4527,4527
?,5901,5901,5901
?,4297,4297,4297
?,69,69,69
?,88,88,88
?,1515,1515,1515
?,1710,1710,1710
?,218,218,218
?,241,241,241
?,4802,4802,4802
?,875,875,875
?,2741,2741,2741
?,3400,3400,3400
?,918,918,918
?,4504,4504,4504
?,1048,1048,1048
?,4893,4893,4893
?,4292,4292,4292
?,108,108,108
?,2003,2003,2003
?,5640,5640,5640
?,3091,3091,3091
?,2735,2735,2735
?,3869,3869,3869
?,5217,5217,5217
?,5758,5758,5758
?,4075,4075,4075
?,2162,2162,2162
?,5975,5975,5975
?,2324,2324,2324
?,4884,4884,4884
?,981,981,981
?,5938,5938,5938
?,3404,3404,3404
?,26,26,26
?,5088,5088,5088
?,5572,5572,5572
?,1751,1751,1751
?,3210,3210,3210
?,3014,3014,3014
?,4996,4996,4996
?,2833,2833,2833
?,1098,1098,1098
?,475,475,475
?,625,625,625
?,2550,2550,2550
?,4946,4946,4946
?,581,581,581
?,1010,1010,1010
?,4309,4309,4309
?,5238,5238,5238
?,4711,4711,4711
?,2350,2350,2350
?,892,892,892
?,4418,4418,4418
?,2395,2395,2395
?,1851,1851,1851
?,1896,1896,1896
?,3253,3253,3253
?,4341,4341,4341
?,3911,3911,3911
?,2810,2810,2810
?,217,217,217
?,4806,4806,4806
?,1142,1142,1142
?,3337,3337,3337
?,1596,1596,1596
?,1398,1398,1398
?,5923,5923,5923
?,1292,1292,1292
?,1767,1767,1767
?,4970,4970,4970
?,4932,4932,4932
?,4144,4144,4144
?,1212,1212,1212
?,603,603,603
?,1968,1968,1968
?,3697,3697,3697
?,2253,2253,2253
?,2746,2746,2746
?,2767,2767,2767
?,3427,3427,3427
?,629,629,629
?,756,756,756
?,2091,2091,2091
?,299,299,299
?,5697,5697,5697
?,6112,6112,6112
?,5987,5987,5987
?,2409,2409,2409
?,1066,1066,1066
?,4258,4258,4258
?,4392,4392,4392
?,3337,3337,3337
?,6121,6121,6121
?,352,352,352
?,3006,3006,3006
?,5165,5165,5165
?,175,175,175
?,2765,2765,2765
?,1947,1947,1947
?,4034,4034,4034
?,3240,3240,3240
?,3512,3512,3512
?,3567,3567,3567
?,6093,6093,6093
?,380,380,380
?,4255,4255,4255
?,5683,5683,5683
?,787,787,787
?,955,955,955
?,6115,6115,6115
?,1056,1056,1056
?,3495,3495,3495
?,148,148,148
?,346,346,346
?,1581,1581,1581
?,454,454,454
?,4262,4262,4262
?,1665,1665,1665
?,2960,2960,2960
?,3200,3200,3200
?,3260,3260,3260
?,4977,4977,4977
?,725,725,725
?,224,224,224
?,3165,3165,3165
?,1262,1262,1262
?,5611,5611,5611
?,3733,3733,3733
?,596,596,596
?,2625,2625,2625
?,6105,6105,6105
?,1744,1744,1744
?,819,819,819
?,1438,1438,1438
?,1791,1791,1791
?,2081,2081,2081
?,2790,2790,2790
?,2915,2915,2915
?,427,427,427
?,3521,3521,3521
?,4171,4171,4171
?,4508,4508,4508
?,1503,1503,1503
?,3574,3574,3574
?,4687,4687,4687
?,892,892,892
?,3977,3977,3977
?,5132,5132,5132
?,3976,3976,3976
?,3478,3478,3478
?,4599,4599,4599
?,5277,5277,5277
?,1169,1169,1169
?,5089,5089,5089
?,1728,1728,1728
?,4297,4297,4297
?,2161,2161,2161
?,2379,2379,2379
?,331,331,331
?,949,949,949
?,1984,1984,1984
?,2491,2491,2491
?,4543,4543,4543
?,41,41,41
?,4324,4324,4324
?,3666,3666,3666
?,1590,1590,1590
?,2807,2807,2807
?,2445,2445,2445
?,1945,1945,1945
?,3907,3907,3907
?,5465,5465,5465
?,4508,4508,4508
?,6035,6035,6035
?,4331,4331,4331
?,1119,1119,1119
?,3338,3338,3338
?,378,378,378
?,1737,1737,1737
?,1915,1915,1915
?,5285,5285,5285
?,3067,3067,3067
?,5035,5035,5035
?,5930,5930,5930
?,1017,1017,1017
?,438,438,438
?,840,840,840
?,5465,5465,5465
?,3036,3036,3036
?,3699,3699,3699
?,5662,5662,5662
?,5685,5685,5685
?,148,148,148
?,4962,4962,4962
?,390,390,390
?,4157,4157,4157
?,3017,3017,3017
?,4625,4625,4625
?,4759,4759,4759
?,5797,5797,5797
?,532,532,532
?,2371,2371,2371
?,2341,2341,2341
?,4703,4703,4703
?,1490,1490,1490
?,130,130,130
?,5855,5855,5855
?,3712,3712,3712
?,2091,2091,2091
?,4776,4776,4776
?,1357,1357,1357
?,3301,3301,3301
?,4898,4898,4898
?,5785,5785,5785
?,4693,4693,4693
?,5110,5110,5110
?,5128,5128,5128
?,3447,3447,3447
?,5116,5116,5116
?,4692,4692,4692
?,3080,3080,3080
?,5381,5381,5381
?,2429,2429,2429
?,4528,4528,4528
?,5258,5258,5258
?,4954,4954,4954
?,4918,4918,4918
?,6112,6112,6112
?,5979,5979,5979
?,5538,5538,5538
?,5557,5557,5557
?,3738,3738,3738
?,735,735,735
?,4278,4278,4278
?,2422,2422,2422
?,1190,1190,1190
?,4385,4385,4385
?,3000,3000,3000
?,4746,4746,4746
?,3147,3147,3147
?,5217,5217,5217
?,4660,4660,4660
?,2034,2034,2034
?,1204,1204,1204
?,2707,2707,2707
?,4632,4632,4632
?,844,844,844
?,2412,2412,2412
?,175,175,175
?,4100,4100,4100
?,2537,2537,2537
-,345,345,345
-,2526,2526,2526
-,2845,2845,2845
-,3877,3877,3877
-,2168,2168,2168
-,1294,1294,1294
-,1965,1965,1965
-,861,861,861
-,768,768,768
-,2610,2610,2610
-,874,874,874
-,3599,3599,3599
-,3481,3481,3481
-,64,64,64
-,1648,1648,1648
-,2772,2772,2772
-,1236,1236,1236
-,3506,3506,3506
-,287,287,287
-,1179,1179,1179
-,3686,3686,3686
-,2499,2499,2499
-,1708,1708,1708
-,1810,1810,1810
-,2529,2529,2529
-,1062,1062,1062
-,3293,3293,3293
-,38,38,38
-,3773,3773,3773
-,918,918,918
-,3134,3134,3134
-,1783,1783,1783
-,805,805,805
-,902,902,902
-,1230,1230,1230
-,3152,3152,3152
-,2099,2099,2099
+,2619,732,812
?,1891,1891,1891
?,3605,3605,3605
?,3744,3744,3744
?,3766,3766,3766
?,2916,2916,2916
?,3260,3260,3260
?,4789,4789,4789
?,787,787,787
?,5007,5007,5007
?,4402,4402,4402
?,1838,1838,1838
?,1082,1082,1082
?,582,582,582
?,5602,5602,5602
?,188,188,188
?,5340,5340,5340
?,1327,1327,1327
?,4901,4901,4901
?,735,735,735
?,3406,3406,3406
?,5593,5593,5593
?,5618,5618,5618
?,607,607,607
?,3848,3848,3848
?,2446,2446,2446
?,3098,3098,3098
?,4982,4982,4982
?,335,335,335
?,1304,1304,1304
?,4769,4769,4769
?,4350,4350,4350
?,1788,1788,1788
?,978,978,978
?,239,239,239
?,2160,2160,2160
?,2032,2032,2032
?,4434,4434,4434
?,2261,2261,2261
?,548,548,548
?,5080,5080,5080
?,3172,3172,3172
?,3211,3211,3211
?,1329,1329,1329
?,1236,1236,1236
?,4649,4649,4649
?,665,665,665
?,1664,1664,1664
?,971,971,971
?,3439,3439,3439
?,3989,3989,3989
?,115,115,115
?,4105,4105,4105
?,458,458,458
?,3006,3006,3006
?,3325,3325,3325
?,4565,4565,4565
?,3020,3020,3020
?,3422,3422,3422
?,3222,3222,3222
?,3773,3773,3773
?,333,333,333
?,3139,3139,3139
?,1916,1916,1916
?,5738,5738,5738
?,3228,3228,3228
?,1254,1254,1254
?,690,690,690
?,4673,4673,4673
?,4196,4196,4196
?,3226,3226,3226
?,2966,2966,2966
?,2963,2963,2963
?,496,496,496
?,2484,2484,2484
?,4762,4762,4762
?,2351,2351,2351
?,2087,2087,2087
?,2462,2462,2462
?,5375,5375,5375
?,297,297,297
?,3613,3613,3613
?,3535,3535,3535
?,3208,3208,3208
?,1609,1609,1609
?,5611,5611,5611
?,2509,2509,2509
?,4954,4954,4954
?,1545,1545,1545
?,5876,5876,5876
?,1841,1841,1841
?,4650,4650,4650
?,3415,3415,3415
?,2817,2817,2817
?,70,70,70
?,2477,2477,2477
?,5303,5303,5303
?,4953,4953,4953
?,3088,3088,3088
?,1371,1371,1371
?,3717,3717,3717
?,1555,1555,1555
?,1061,1061,1061
?,1384,1384,1384
?,3157,3157,3157
?,1104,1104,1104
?,3555,3555,3555
?,963,963,963
?,725,725,725
?,2421,2421,2421
?,1204,1204,1204
?,2095,2095,2095
?,1774,1774,1774
?,3367,3367,3367
?,5452,5452,5452
?,1126,1126,1126
?,2815,2815,2815
?,5363,5363,5363
?,4545,4545,4545
?,5697,5697,5697
?,2627,2627,2627
?,2184,2184,2184
?,5518,5518,5518
?,1240,1240,1240
?,831,831,831
?,5564,5564,5564
?,4217,4217,4217
?,4205,4205,4205
?,5213,5213,5213
?,322,322,322
?,4373,4373,4373
?,6021,6021,6021
?,4039,4039,4039
?,4868,4868,4868
?,5630,5630,5630
?,5061,5061,5061
?,804,804,804
?,5102,5102,5102
?,3339,3339,3339
?,1209,1209,1209
?,5239,5239,5239
?,1967,1967,1967
?,5934,5934,5934
?,2549,2549,2549
?,5827,5827,5827
?,694,694,694
?,5391,5391,5391
?,4922,4922,4922
?,4677,4677,4677
?,5593,5593,5593
?,3116,3116,3116
?,2160,2160,2160
?,1808,1808,1808
?,1647,1647,1647
-,162,162,162
-,2716,2716,2716
-,3131,3131,3131
-,3237,3237,3237
-,2737,2737,2737
-,712,712,712
-,184,184,184
-,234,234,234
-,3698,3698,3698
-,994,994,994
-,1304,1304,1304
-,2673,2673,2673
-,1022,1022,1022
-,3725,3725,3725
-,1248,1248,1248
-,206,206,206
-,1857,1857,1857
-,3637,3637,3637
?,3212,3212,3212
?,3427,3427,3427
?,5764,5764,5764
?,3174,3174,3174
?,2877,2877,2877
?,5725,5725,5725
?,3279,3279,3279
?,1251,1251,1251
?,1066,1066,1066
?,2262,2262,2262
?,628,628,628
?,5091,5091,5091
?,3621,3621,3621
?,3349,3349,3349
?,4472,4472,4472
?,3621,3621,3621
?,4184,4184,4184
-,3761,3761,3761
-,3589,3589,3589
-,405,405,405
-,2554,2554,2554
-,3676,3676,3676
?,2759,2759,2759
-,1679,1679,1679
-,866,866,866
-,2534,2534,2534
?,4388,4388,4388
